	intercept	categorical
F167	0.7077132965538546	-0.08774556634687358
F168	1.8779785140748877	2.036001918928794
F169	-0.9850556549401899	1.998981419782386
F170	-0.47153451421401216	1.8687916040287817
F171	1.4948775993772108	0.7806388908291924
F172	2.908420214400584	-0.37516395233679467
F173	1.323647652944073	-0.7213976526595895
F174	1.2615440911876643	1.111651362691589
F175	1.9344667790440893	0.07021160004956462
F176	1.2519648569384345	-0.27951109854079337
F177	0.18125163376972286	1.1937871678820393
F178	2.55668301176168	-0.26010830150841646
F179	-0.19335135992269947	-0.08978101040813535
F180	0.9801990838343412	-0.577102653380331
F181	0.03987070977350393	-0.13815146774257525
F182	0.6675317685776891	0.7382972971531485
F183	1.6551104976110618	-0.07098104666786309
F184	0.026298820770545128	1.9623561871902924
F185	2.1718040851788194	-0.22543446709541914
F186	1.196791229808745	1.8433957982879783
F187	-0.6935776765877011	0.6234704357058607
F188	2.177390613077824	0.4017987507922183
F189	1.5296004802953864	0.05074844351981289
F190	0.3181957940369692	0.9286383439897988
F191	1.0401417033575169	0.7639502808439366
F192	2.4981756679193383	-0.01298053694912582
F193	0.75938401128007	0.26667464607669755
F194	0.6020807355404216	1.9594684004268057
F195	0.407827188819468	0.7744977910053829
F196	1.0636410614299436	0.7480206513811367
F197	-0.973134941098095	0.7077020209669391
F198	-0.6634248533952585	0.9883721182859836
F199	1.8346962132706366	1.0192246748977196
