	intercept	categorical
F54	-0.04636741371751052	-0.8689614387461428
F55	-0.5528731471738388	-0.5837204713833036
F56	-1.4000256672679854	-1.2745447208305587
F57	-0.18379307162006298	-0.26801264647222256
F58	1.1830728956617302	-0.44098901262290346
F59	0.7964715544060754	-1.7884050474748752
F60	-0.21982597712188	-1.4695324875758466
F61	-2.3699841591250372	-2.4235569263608943
F62	-0.3177992847571989	-0.44437557568904196
F63	-0.2332289016449437	1.4640439876527735
F64	-2.0676291016431985	-1.8647191179846954
F65	-0.040676960847984334	-0.3677691064539218
F66	0.27082827364957307	-0.2782377819704456
F67	0.6642750136125157	-1.8782701069621432
F68	-0.8208447655724791	-2.31161802912887
F69	-0.9969684785166018	0.08638857676632505
F70	1.1058585098542544	-2.585874482456578
F71	-1.938549785006577	-0.5957585858935667
F72	-0.03353516511350241	-0.6172378087756417
F73	-1.0594810322258592	-0.6553826932174209
F74	-2.2155526041441798	-2.6575020829262703
F75	-0.06504010501070423	0.5468178970559876
F76	-1.353412681508261	0.08269071766875302
F77	-1.9393175452658578	-0.418366029790626
F78	1.45174434742568	-0.7461681058116434
F79	0.9891497537642737	-0.09232458971967716
F80	-0.052638355331078523	-0.016810546936920412
F81	-1.8292408919262484	-1.4743857237392335
F82	-3.070896167034077	-0.45927768377130973
F83	-1.4350681755865717	-1.1720463671963899
F84	-1.3636884864046022	0.5901166818962962
F85	-1.670595803847934	-0.1395489535823229
F86	0.8537433537710009	0.6563793891742027
F87	-0.3817048874705279	-1.000956464191145
F88	-0.10311747178552355	-0.6927667911871103
F89	-1.4254502700910217	-0.6990181116768885
F90	-1.4338354201536017	-1.9417211106588663
F91	-3.137383183778543	-2.446136131801893
F92	-1.606393110005152	-1.0815858040012518
F93	-0.6896450606566965	-0.6133385737809554
F94	0.11580351428782931	-0.6271733186346893
F95	-0.17380901984907737	0.24232894299606
F96	-1.8309313588713805	0.0017555876458310582
F97	-0.33111345234109846	-0.7029716785971708
F98	-0.7711161366147127	-0.9533438167366248
F99	-1.5314380303544834	-4.216967347888108
F100	-0.42964325296470074	-0.7432277906001437
F101	-1.3175233627095926	-0.01782607746789211
F102	-0.3140103160466655	-1.9822238537523775
F103	-2.9654954002536646	-1.4832872521918523
F104	-1.7469335390552037	-1.5415578155571752
F105	-1.426495136392401	0.28688535366974843
F106	-1.5767325108078432	-1.5290663849442427
F107	-0.8670723781802323	-0.5931207424966305
F108	-2.388915517911654	-0.049100240309788656
F109	-2.463715499193313	-0.4017223923409804
F110	-0.3894224922221877	-2.6668320545423283
F111	-1.072479080712481	-0.7039048082809577
F112	-0.6690918640568291	-1.7799230702271505
F113	-1.4086983334530605	-2.3100337109595137
F114	-1.3708588980312457	-0.8756261170464602
F115	-2.7031144238668463	-2.8743720426772015
F116	-0.9966220354438956	-0.17507848227109657
F117	-0.7843680977935603	-1.056633483323109
F118	-1.1760252723514908	0.3181232269595162
F119	-0.02497060167642451	-1.6325674987353915
F120	-1.8421852008425483	-1.4481996154999084
F121	0.14500160516168226	-1.7884908138706987
F122	-0.8970408073024683	0.16400545925031706
F123	-1.2587024314439144	-0.42443252187545766
F124	-0.22004365752082888	-0.35073561440606604
F125	-0.8237347405944134	-1.30982282971079
F126	0.7346990144981373	1.6582056206248206
F127	-0.9130342181305819	-1.313142911774119
F128	-0.4079577500912027	-0.07297975429392645
F129	-1.5140199488906279	-1.2909779368636451
F130	-0.3118302635543462	1.3241312758736514
F131	-0.4975591049224253	-1.88131499281746
F132	-1.9621365938664712	-0.8527105640172064
F133	-0.9226274516618627	-3.331792601047082
F134	-1.767366143054978	-0.7980893799801222
F135	-1.5240068812084253	-1.956613524258685
F136	-0.38758473640835445	-3.9901636271912597
F137	-1.1655464894157186	0.705395451451595
F138	-0.796271357913398	-0.8240230886337344
F139	0.9107720499256673	-1.3856930714734144
F140	-1.5815268358482684	-1.4801670758431904
F141	-1.1889667728936772	-0.6347505225586882
F142	-0.15121705141176545	-1.2865129853929878
F143	-1.7755881264783975	-1.4334790033931664
F144	-0.5145761588280208	-2.345138592590348
F145	-1.5887668134652602	-2.9749636437696014
F146	-0.8092380169543325	-1.6350866081933935
F147	-1.519406984871083	0.07851979264761932
F148	0.162820433202006	-1.3288213271378815
F149	-0.399226533247272	-0.7607060548959391
F150	-0.16261665221635768	-0.6822037017180197
F151	-1.2290752019794176	-0.312090138805147
F152	-0.40958670739561154	-0.2308453669286965
F153	-0.7335597101650777	-1.7228876224782526
F154	-1.1068074774153918	-1.4088916790944008
F155	-1.9717007577165897	-1.7917846855343635
F156	0.08819815400129127	-2.433021077800869
F157	-1.6396083244834925	-2.6226136904061246
F158	0.3928425693892632	-0.8829563462388993
F159	-1.504336467054498	0.06170383000373536
F160	-1.8925508876375363	-0.19151248742113736
F161	-1.5574850080811788	-0.36197160037812826
F162	-2.5524130902840927	-3.03817843037728
F163	-0.5532718177740803	-3.4529078511125197
F164	-0.7773822146446449	-3.0162591812494846
F165	1.2278676707932519	-1.3045236625362442
F166	-1.2965037700946482	-1.0230151938215675
F167	-3.043507290222904	-1.1712141207953528
F168	-2.3354629527156314	-1.0125107028147666
F169	-1.9568152098767246	-2.3876491907226076
F170	0.49461734460066253	-0.005791662872156267
F171	0.008440395818769764	-3.1087176209556375
F172	-0.9240668318718934	-0.9562877504344716
F173	-0.28613754581164774	-0.030821383894010124
F174	-2.452184441453565	-2.5821086942687446
F175	0.4851622530795523	0.2361871669738944
F176	-1.1345878971772456	-2.726792523164799
F177	-0.2673478927431321	-0.4726508359908047
F178	-2.434826573407089	0.3407471390854506
F179	-1.085380172431901	-1.2781894904624773
F180	0.36908229958782224	-1.3652847767208105
F181	-0.4701455057952616	-1.9781888725807937
F182	0.09275417172933298	-1.786441067299233
F183	-1.2519780480555291	-2.4059996324457797
F184	-2.8397074185238944	-0.9412289818919056
F185	-0.2520627572507982	0.19929941405214802
F186	-2.410768326746667	-0.4311757703811958
F187	-0.3170302505425787	-0.6167281751345024
F188	-1.6186597544348689	-0.5802813151208547
F189	-3.0195506850640412	-0.33851990846647995
F190	-0.49781724225176505	-2.5734504548369004
F191	0.20435124786489856	-1.7263576350303866
F192	-0.5078341624562834	0.11655815185244767
F193	-1.5786214158424683	-0.8334924961885593
F194	-1.8924596467511514	-1.513414071498223
F195	-0.11684599935953444	0.41482141235373815
F196	-1.9591959629980762	-1.4520217495671832
F197	0.5282119665138314	-0.1530379634817317
F198	0.4683419802245006	-1.3562327729912367
F199	-1.4143375895101284	-1.5100095630494221
